House,Duration,Peak,Volume,Outdoor_Events_x,Above_avg_vol,Above_avg_dur,Above_avg_peak,Outdoor_Events_y,Outdoor_User
12S468,40970,651.9100000000097,300.73000000000127,0,0,1,0,12,1
12S469,36430,680.5700000000014,990.74,0,1,1,0,62,1
12S470,61770,1069.6100000000006,1677.299999999995,0,1,1,1,30,1
12S471,22130,217.88999999999925,165.5100000000002,0,0,0,0,14,1
12S472,27790,498.7500000000008,703.2499999999998,0,1,0,0,62,1
12S474,92110,1862.469999999976,936.6499999999995,0,1,1,1,40,1
12S475,36040,883.8200000000041,315.68000000000364,0,0,0,1,25,1
12S476,20620,494.20000000000044,428.8799999999995,0,0,0,0,19,1
12S477,9950,202.4299999999999,335.99000000000007,0,0,0,0,1,1
12S478,7640,228.21999999999994,173.99000000000007,0,0,0,0,5,1
12S479,22460,309.1400000000005,192.86999999999998,0,0,0,0,28,1
12S480,105740,1446.8999999999965,1841.7099999999784,0,1,1,1,78,1
12S481,38110,773.0799999999996,523.0300000000016,0,0,1,1,31,1
12S482,21630,287.3800000000001,517.0100000000002,0,0,0,0,0,0
12S483,48940,886.2100000000008,1975.4699999999962,0,1,1,1,34,1
12S484,82820,1464.3499999999985,1785.1099999999951,0,1,1,1,17,1
12S485,13420,448.24000000000075,268.91,0,0,0,0,9,1
12S486,27700,487.5200000000004,500.1199999999999,0,0,0,0,20,1
12S487,22200,293.2400000000001,724.7099999999998,0,1,0,0,0,0
12S488,29980,581.0400000000008,712.7600000000009,0,1,0,0,17,1
12S489,4260,44.239999999999995,178.11,0,0,0,0,6,1
12S500,9660,198.51000000000008,125.76999999999992,0,0,0,0,1,1
12S501,11930,133.79000000000002,134.8599999999999,0,0,0,0,0,0
12S502,30120,524.4700000000003,638.3500000000004,0,0,0,0,1,1
12S504,12950,267.37999999999977,147.12000000000006,0,0,0,0,1,1
12S505,21240,489.87000000000046,352.8199999999997,0,0,0,0,2,1
12S506,15290,215.43999999999974,245.90000000000012,0,0,0,0,0,0
12S507,47790,918.6199999999993,798.2600000000014,0,1,1,1,16,1
12S508,27600,475.12000000000035,396.8700000000005,0,0,0,0,8,1
12S509,29650,593.4900000000007,743.4499999999999,0,1,0,0,3,1
12S512,39690,445.1600000000004,976.8399999999999,0,1,1,0,4,1
12S513,22490,516.4100000000032,513.8899999999998,0,0,0,0,0,0
12S514,66910,705.6299999999991,1208.519999999999,0,1,1,0,5,1
12S515,17940,362.37000000000023,351.0600000000006,0,0,0,0,8,1
12S517,32060,870.38000000001,455.5800000000008,0,0,0,1,0,0
12S518,21970,826.6900000000003,394.58999999999986,0,0,0,1,0,0
12S519,10450,242.06000000000003,282.75000000000006,0,0,0,0,13,1
12S520,18850,169.09000000000026,89.79999999999998,0,0,0,0,0,0
12S521,30470,1052.5600000000013,628.6499999999994,0,0,0,1,7,1
12S522,69240,513.6799999999936,719.2799999999885,0,1,1,0,17,1
12S523,45810,775.26,1024.9800000000005,0,1,1,1,5,1
12S524,40330,933.7299999999989,1301.3299999999997,0,1,1,1,6,1
12S525,45440,567.97,560.8900000000001,0,0,1,0,10,1
12S527,45410,1106.7800000000002,654.2499999999992,0,0,1,1,75,1
12S528,19690,189.25000000000009,392.3900000000004,0,0,0,0,4,1
12S529,72590,966.8999999999994,1747.000000000001,0,1,1,1,2,1
12S530,44410,925.3899999999967,876.2500000000006,0,1,1,1,14,1
12S531,58350,862.4600000000015,1394.5299999999966,0,1,1,1,5,1
12S533,21470,495.5500000000009,395.5199999999999,0,0,0,0,10,1
12S534,47430,1443.7000000000012,1220.8699999999978,0,1,1,1,19,1
12S535,17080,294.07000000000056,170.33,0,0,0,0,6,1
12S536,22020,194.66000000000005,452.6100000000003,0,0,0,0,4,1
12S537,54350,890.7899999999998,1171.1200000000003,0,1,1,1,4,1
12S538,46980,993.190000000003,811.4000000000001,0,1,1,1,23,1
12S539,61270,768.9999999999984,668.0800000000002,0,0,1,1,9,1
12S540,20930,281.3000000000002,389.1899999999997,0,0,0,0,0,0
12S541,25890,375.89000000000055,442.1100000000001,0,0,0,0,7,1
12S542,31130,664.3699999999991,986.8799999999997,0,1,0,0,0,0
12S543,24820,462.11000000000047,397.5100000000007,0,0,0,0,8,1
12S544,3460,86.05999999999996,43.269999999999975,0,0,0,0,2,1
12S545,37420,600.3699999999975,869.8099999999998,0,1,1,0,21,1
12S546,25730,548.6900000000002,510.16000000000014,0,0,0,0,2,1
12S547,40110,761.0299999999996,1335.0199999999988,0,1,1,1,6,1
12S549,59360,939.0400000000005,1462.8699999999972,0,1,1,1,4,1
12S550,40630,776.75,593.3299999999995,0,0,1,1,3,1
12S552,40340,709.99,746.3000000000006,0,1,1,0,0,0
12S553,23480,475.4900000000001,518.7780000000004,0,0,0,0,4,1
12S555,15260,223.7299999999998,324.93999999999994,0,0,0,0,7,1
12S557,33350,463.9800000000002,819.47,0,1,0,0,3,1
12S558,65130,837.6600000000021,2375.5200000000013,0,1,1,1,0,0
12S559,43510,468.8500000000018,651.6799999999996,0,0,1,0,4,1
12S560,30950,561.8400000000006,683.1100000000005,0,0,0,0,9,1
12S561,41000,949.0599999999982,1145.5499999999984,0,1,1,1,1,1
12S562,6160,63.03000000000001,132.42,0,0,0,0,13,1
12S563,6700,132.71,88.06999999999998,0,0,0,0,1,1
12S564,18270,622.0000000000006,370.96000000000015,0,0,0,0,0,0
12S566,24670,547.8800000000001,566.62,0,0,0,0,6,1
12S572,45880,1528.0199999999986,904.0700000000024,0,1,1,1,43,1
12S573,6050,108.01999999999997,106.35,0,0,0,0,1,1
12S574,27510,528.8400000000015,496.16999999999985,0,0,0,0,12,1
12S575,30030,303.0900000000001,734.3400000000001,0,1,0,0,1,1
12S576,13830,184.49000000000004,292.1000000000003,0,0,0,0,0,0
12S578,19430,316.5800000000005,331.8499999999997,0,0,0,0,5,1
12S579,47610,465.56000000000046,1063.8799999999999,0,1,1,0,16,1
12S580,7730,158.84000000000003,155.10000000000005,0,0,0,0,0,0
12S582,57610,746.5100000000006,1261.5099999999982,0,1,1,1,2,1
12S583,14670,305.3400000000006,274.1500000000002,0,0,0,0,1,1
12S584,11470,237.69000000000014,259.6800000000007,0,0,0,0,8,1
12S585,33340,720.5899999999997,993.3000000000003,0,1,0,0,15,1
12S586,24670,401.47999999999973,620.57,0,0,0,0,1,1
12S587,16960,398.5900000000001,710.0700000000005,0,1,0,0,18,1
12S588,63130,1097.6000000000063,1208.5499999999886,0,1,1,1,5,1
12S589,24400,655.9299999999998,605.0100000000001,0,0,0,0,15,1
12S590,8700,174.05999999999992,184.99,0,0,0,0,4,1
12S591,11270,291.89000000000004,267.31,0,0,0,0,1,1
12S592,22260,645.3999999999996,369.7500000000003,0,0,0,0,0,0
12S593,10880,184.04999999999998,259.32000000000016,0,0,0,0,4,1
12S594,42550,446.1599999999998,653.3599999999999,0,0,1,0,1,1
12S595,44340,572.9400000000014,548.5000000000002,0,0,1,0,11,1
12S596,17390,347.5899999999999,400.22000000000014,0,0,0,0,11,1
12S597,3370,52.389999999999986,66.66999999999999,0,0,0,0,0,0
12S598,44970,505.88000000000125,630.06,0,0,1,0,2,1
12S600,35020,627.0999999999991,365.4700000000015,0,0,0,0,4,1
12S601,690,8.7,15.36,0,0,0,0,0,0
12S602,53310,846.1,1150.6599999999992,0,1,1,1,1,1
12S603,2930,75.91000000000001,68.48000000000002,0,0,0,0,0,0
12S604,7150,83.36,252.07000000000005,0,0,0,0,0,0
12S605,16070,280.2800000000001,450.7700000000002,0,0,0,0,15,1
12S606,44670,616.0899999999996,992.7799999999997,0,1,1,0,2,1
12S607,30540,513.8399999999996,807.4099999999997,0,1,0,0,5,1
12S609,8810,148.51000000000002,177.10000000000008,0,0,0,0,2,1
12S610,25270,720.5800000000007,594.4199999999997,0,0,0,0,21,1
12S704,21250,316.89,423.16,0,0,0,0,4,1
12S705,35660,763.84,532.3900000000001,0,0,0,1,2,1
12S706,27650,376.24999999999983,580.4000000000002,0,0,0,0,1,1
12S708,26710,502.88000000000136,684.6299999999998,0,0,0,0,0,0
12S711,48110,385.75,824.5999999999997,0,1,1,0,4,1
12S712,25690,240.65000000000015,487.73000000000036,0,0,0,0,0,0
12S713,8760,192.33999999999997,167.68999999999994,0,0,0,0,0,0
12S714,42530,794.2500000000009,1010.4599999999999,0,1,1,1,5,1
12S715,21830,441.8500000000005,481.27999999999963,0,0,0,0,8,1
12S716,14010,205.94000000000008,226.24000000000007,0,0,0,0,0,0
12S717,2360,91.35,47.79999999999999,0,0,0,0,0,0
12S718,14880,218.40000000000006,206.46000000000018,0,0,0,0,5,1
12S719,48160,761.2799999999993,431.4200000000004,0,0,1,1,0,0
12S720,26900,484.0100000000031,287.71000000000026,0,0,0,0,2,1
12S721,40190,739.4099999999997,1025.4399999999994,0,1,1,1,3,1
12S722,34720,620.4999999999967,453.12000000000194,0,0,0,0,0,0
12S723,28100,421.64999999999986,710.5900000000006,0,1,0,0,3,1
12S724,24530,450.73000000000013,406.22000000000037,0,0,0,0,1,1
12S725,10360,277.2000000000006,180.85000000000008,0,0,0,0,0,0
12S726,70890,1633.9699999999978,1368.9199999999992,0,1,1,1,0,0
12S728,18200,290.9200000000001,265.13000000000034,0,0,0,0,0,0
12S729,49500,403.98999999999967,1086.0599999999997,0,1,1,0,1,1
12S730,12190,237.03999999999982,152.96,0,0,0,0,0,0
12S731,25850,196.30000000000007,468.19999999999993,0,0,0,0,7,1
12S732,10720,218.21000000000012,228.6800000000001,0,0,0,0,0,0
12S734,11710,174.26999999999998,208.82,0,0,0,0,0,0
12S735,15070,224.41,289.2300000000001,0,0,0,0,2,1
12S737,4640,145.7700000000001,33.79,0,0,0,0,0,0
12S738,14810,507.7699999999971,272.94000000000017,0,0,0,0,2,1
12S739,16070,418.79000000000053,291.1200000000002,0,0,0,0,0,0
12S740,26150,713.319999999998,288.73000000000087,0,0,0,0,0,0
12S741,39700,711.4900000000009,545.290000000001,0,0,1,0,0,0
12S742,25030,208.60000000000008,829.2299999999993,0,1,0,0,0,0
12S743,6940,111.48999999999998,144.32000000000005,0,0,0,0,0,0
12S744,16580,161.28,421.9999999999999,0,0,0,0,0,0
12S745,26110,749.3600000000002,417.35000000000025,0,0,0,1,24,1
12S746,13320,316.60999999999973,273.3900000000002,0,0,0,0,0,0
12S747,12400,266.78,223.65,0,0,0,0,27,1
12S748,8600,143.91000000000003,58.03000000000005,0,0,0,0,0,0
12S749,42970,648.4000000000007,890.9099999999997,0,1,1,0,0,0
12S750,14280,226.14999999999995,306.64000000000016,0,0,0,0,4,1
12S752,13300,198.98,352.87,0,0,0,0,0,0
12S753,42370,643.7400000000018,954.4299999999998,0,1,1,0,0,0
12S754,17260,252.66999999999982,375.68999999999977,0,0,0,0,0,0
12S755,19430,384.6199999999999,450.9199999999996,0,0,0,0,0,0
12S756,24960,423.89000000000055,470.4799999999999,0,0,0,0,0,0
12S757,26020,793.7200000000012,481.2599999999997,0,0,0,1,3,1
12S758,17600,330.58,382.9899999999999,0,0,0,0,0,0
12S759,22390,249.53,439.86000000000007,0,0,0,0,0,0
12S760,6020,153.08999999999995,92.71999999999998,0,0,0,0,4,1
12S761,25230,276.53000000000014,542.05,0,0,0,0,0,0
12S763,26780,631.6199999999992,415.18,0,0,0,0,0,0
12S764,28040,336.05999999999995,591.81,0,0,0,0,5,1
12S765,27940,347.8000000000002,456.48,0,0,0,0,1,1
12S766,12140,139.07999999999996,343.38,0,0,0,0,0,0
12S767,22080,251.1499999999998,349.77,0,0,0,0,2,1
12S768,33550,585.7099999999996,974.5500000000002,0,1,0,0,0,0
12S769,14460,218.28,372.8000000000001,0,0,0,0,4,1
12S770,13490,342.0699999999999,299.79,0,0,0,0,0,0
12S771,36080,729.5899999999995,659.2399999999998,0,0,0,1,0,0
12S772,55500,427.4800000000002,1207.5800000000002,0,1,1,0,0,0
12S774,51130,1036.129999999999,823.7100000000029,0,1,1,1,0,0
12S775,28720,545.9800000000016,414.44999999999965,0,0,0,0,0,0
12S776,32390,390.34000000000015,682.4399999999998,0,0,0,0,0,0
12S777,49380,1250.8899999999976,1256.6200000000003,0,1,1,1,5,1
12S778,24940,266.32000000000005,527.3499999999998,0,0,0,0,0,0
12S779,30770,426.4300000000001,1146.3999999999992,0,1,0,0,0,0
12S780,30670,710.7600000000016,621.8799999999993,0,0,0,0,3,1
12S781,44660,842.1200000000009,1130.5000000000005,0,1,1,1,1,1
12S782,37970,684.2999999999976,523.2699999999979,0,0,1,0,0,0
12S783,43720,433.5200000000002,965.8200000000007,0,1,1,0,1,1
12S784,43320,394.5100000000011,623.7300000000001,0,0,1,0,1,1
12S785,31420,451.80000000000007,668.6899999999996,0,0,0,0,0,0
12S786,36720,1064.0599999999997,539.850000000001,0,0,1,1,0,0
12S787,55710,1349.479999999997,1079.17,0,1,1,1,1,1
12S788,35300,799.5000000000001,573.3400000000001,0,0,0,1,0,0
12S789,27740,451.7500000000002,383.54000000000013,0,0,0,0,20,1
12S790,106770,587.0800000000004,2438.539999999998,0,1,1,0,1,1
12S792,58220,761.4200000000004,1033.4300000000014,0,1,1,1,1,1
12S793,31400,786.0799999999949,842.3400000000013,0,1,0,1,0,0
12S794,51850,515.8500000000013,1075.4599999999994,0,1,1,0,0,0
12S795,22120,310.05000000000024,379.73999999999995,0,0,0,0,2,1
12S796,41780,832.3100000000004,867.2800000000005,0,1,1,1,9,1
12S797,81810,1372.6299999999958,1263.0000000000016,0,1,1,1,0,0
12S798,73420,1416.6500000000008,1602.8699999999988,0,1,1,1,14,1
12S799,99310,1141.2999999999988,2341.0799999999986,0,1,1,1,0,0
12S800,38620,742.2299999999996,634.9300000000002,0,0,1,1,0,0
12S801,40490,502.72000000000224,872.6699999999988,0,1,1,0,30,1
12S802,52540,872.4599999999995,797.2400000000018,0,1,1,1,2,1
12S803,94700,1287.7099999999832,2055.159999999982,0,1,1,1,5,1
12S804,51640,594.3599999999996,1309.9699999999998,0,1,1,0,7,1
12S805,42780,387.43,1026.4099999999992,0,1,1,0,3,1
12S806,24790,167.1,598.0000000000005,0,0,0,0,5,1
12S808,56630,465.1400000000005,1115.299999999997,0,1,1,0,6,1
12S809,138460,2707.510000000014,2757.699999999996,0,1,1,1,2,1
12S810,47910,412.31000000000034,935.5800000000008,0,1,1,0,0,0
12S825,13610,372.1799999999999,404.61999999999995,0,0,0,0,3,1
12S827,33670,815.2599999999954,596.3200000000003,0,0,0,1,0,0
12S828,11360,281.0400000000001,214.50999999999996,0,0,0,0,0,0
12S829,19230,494.61999999999983,432.12000000000006,0,0,0,0,2,1
12S830,24110,595.1400000000006,523.1899999999994,0,0,0,0,0,0
12S832,12540,308.6499999999999,317.44999999999993,0,0,0,0,0,0
12S833,17240,558.4000000000002,353.4999999999999,0,0,0,0,0,0
12S835,60790,1635.0499999999972,1707.809999999995,0,1,1,1,5,1
12S836,33740,721.4499999999966,679.5700000000006,0,0,0,0,7,1
12S837,17600,420.9800000000003,290.1799999999997,0,0,0,0,1,1
12S839,27630,545.7799999999958,287.62000000000126,0,0,0,0,0,0
12S840,24250,588.6799999999974,350.8299999999996,0,0,0,0,0,0
12S841,36460,421.7900000000004,907.9600000000011,0,1,1,0,4,1
12S842,22550,640.1400000000016,340.6,0,0,0,0,0,0
12S843,21160,543.2100000000002,452.93000000000006,0,0,0,0,0,0
12S847,61310,1212.1599999999992,987.7400000000008,0,1,1,1,0,0
12S848,53650,1419.4100000000076,1028.7000000000007,0,1,1,1,0,0
12S849,6740,164.78000000000006,122.6899999999999,0,0,0,0,1,1
12S850,21780,437.8799999999999,352.3600000000004,0,0,0,0,0,0
12S851,70030,1206.6599999999883,1230.1199999999924,0,1,1,1,0,0
12S852,68460,1458.530000000001,1366.819999999997,0,1,1,1,0,0
12S855,32380,700.2199999999967,526.7799999999983,0,0,0,0,0,0
12S857,23800,336.3000000000003,438.8700000000005,0,0,0,0,0,0
12S862,38300,920.9400000000012,835.57,0,1,1,1,0,0
12S865,71940,1156.459999999991,832.5400000000091,0,1,1,1,0,0
12S866,14320,242.39999999999984,288.3900000000004,0,0,0,0,0,0
12S867,37910,366.5100000000003,1005.0600000000009,0,1,1,0,0,0
12S869,10,0.97,0.16,0,0,0,0,0,0
12S870,38070,576.2300000000002,791.9400000000003,0,1,1,0,0,0
12S871,74940,1839.4299999999828,1298.4599999999969,0,1,1,1,0,0
12S872,21080,344.69000000000017,447.8,0,0,0,0,0,0
12S873,34760,577.2400000000004,792.0499999999994,0,1,0,0,3,1
12S875,30290,382.4200000000001,945.9099999999988,0,1,0,0,3,1
12S876,11760,308.8800000000001,336.72999999999985,0,0,0,0,0,0
12S877,26530,748.4099999999992,628.8099999999998,0,0,0,1,4,1
12S878,33560,1012.7799999999966,620.3500000000004,0,0,0,1,3,1
12S879,70570,1813.0499999999934,1191.4900000000025,0,1,1,1,4,1
12S880,51230,1257.2199999999973,757.2699999999999,0,1,1,1,0,0
12S882,18740,308.6500000000003,380.40999999999985,0,0,0,0,3,1
12S883,53070,1125.5899999999883,746.1500000000003,0,1,1,1,5,1
12S884,31630,519.7600000000007,497.73000000000036,0,0,0,0,4,1
12S886,27170,515.5300000000008,543.6200000000006,0,0,0,0,0,0
12S889,71320,980.4099999999924,1727.4899999999898,0,1,1,1,9,1
12S890,22730,421.9099999999997,437.6600000000001,0,0,0,0,0,0
12S891,50310,1170.349999999996,1092.3499999999997,0,1,1,1,19,1
12S892,21590,437.3999999999996,361.21000000000015,0,0,0,0,0,0
12S893,33670,599.9399999999991,861.11,0,1,0,0,0,0
12S895,91440,2099.6599999999903,1716.8299999999924,0,1,1,1,3,1
12S897,102730,2436.5500000000056,1854.0699999999931,0,1,1,1,0,0
12S901,46960,597.9399999999998,1320.0999999999992,0,1,1,0,0,0
12S902,52780,1035.8399999999951,1097.0499999999952,0,1,1,1,2,1
12S903,71630,1830.1899999999941,1290.7299999999968,0,1,1,1,0,0
12S904,60460,945.5599999999995,827.9300000000005,0,1,1,1,0,0
12S906,54780,1061.44,672.9200000000013,0,0,1,1,0,0
12S907,33260,958.0399999999934,686.5500000000006,0,0,0,1,0,0
12S908,59660,728.9299999999974,1453.5399999999986,0,1,1,1,23,1
12S909,37790,901.1800000000039,688.7299999999998,0,0,1,1,22,1
12S911,58730,1286.6499999999949,1061.5199999999975,0,1,1,1,0,0
12S913,68850,1307.3500000000015,1506.4600000000007,0,1,1,1,0,0
12S914,60120,810.7899999999972,1334.8499999999933,0,1,1,1,0,0
12S915,26130,628.9900000000001,536.62,0,0,0,0,6,1
12S916,89550,1440.0499999999997,1681.2699999999963,0,1,1,1,2,1
12S917,71320,1382.9000000000005,1799.8899999999965,0,1,1,1,10,1
13S101,14000,455.7100000000004,370.1499999999994,0,0,0,0,0,0
13S102,40650,394.72999999999996,490.20999999999964,0,0,1,0,0,0
13S103,13290,345.9799999999999,324.05,0,0,0,0,0,0
13S104,25930,580.5799999999998,328.15999999999985,0,0,0,0,0,0
13S105,29270,719.6000000000087,433.44000000000017,0,0,0,0,0,0
13S106,22830,101.01999999999997,237.0700000000001,0,0,0,0,0,0
13S108,22360,400.4200000000001,556.3799999999995,0,0,0,0,0,0
13S109,52550,657.4000000000009,746.7900000000001,0,1,1,0,0,0
13S110,23140,399.39999999999833,266.42999999999995,0,0,0,0,0,0
13S111,70240,1625.6800000000064,920.820000000013,0,1,1,1,0,0
13S112,22360,384.4899999999999,471.6699999999999,0,0,0,0,0,0
13S113,37010,742.9599999999987,518.8100000000001,0,0,1,1,0,0
13S115,29220,694.050000000006,589.5999999999999,0,0,0,0,0,0
13S116,11790,457.3400000000004,422.9300000000001,0,0,0,0,0,0
13S117,20080,195.11999999999972,455.67000000000013,0,0,0,0,0,0
13S118,26590,727.7100000000064,379.8800000000004,0,0,0,1,0,0
13S119,44690,575.0899999999991,652.4599999999998,0,0,1,0,0,0
13S120,16420,476.0800000000011,331.0700000000002,0,0,0,0,0,0
13S121,31540,539.8800000000006,719.2,0,1,0,0,0,0
13S124,48260,777.8399999999989,1094.5500000000004,0,1,1,1,0,0
13S126,34640,794.3400000000014,798.5700000000006,0,1,0,1,0,0
13S127,39650,943.6499999999929,805.760000000001,0,1,1,1,0,0
13S128,47370,1109.6499999999953,945.5499999999992,0,1,1,1,0,0
13S129,31150,790.7099999999981,601.8499999999987,0,0,0,1,0,0
13S130,47040,411.7999999999996,665.7199999999998,0,0,1,0,0,0
13S131,43730,325.8799999999997,902.5699999999998,0,1,1,0,0,0
13S132,47660,937.4399999999998,1169.720000000001,0,1,1,1,0,0
13S133,30560,569.9099999999968,733.5500000000004,0,1,0,0,0,0
13S134,12570,164.7600000000001,259.4799999999999,0,0,0,0,0,0
13S135,6250,68.66999999999997,102.06,0,0,0,0,0,0
13S136,32220,759.7100000000002,503.79000000000025,0,0,0,1,0,0
13S137,24900,430.4300000000006,615.6700000000005,0,0,0,0,0,0
13S138,59330,443.70000000000266,647.3899999999998,0,0,1,0,0,0
13S139,28420,342.7300000000008,242.64000000000027,0,0,0,0,0,0
13S140,28590,461.7600000000003,192.17000000000007,0,0,0,0,0,0
13S142,36500,906.3900000000021,524.3700000000008,0,0,1,1,0,0
13S143,35630,889.57,774.8400000000005,0,1,0,1,0,0
13S145,20540,455.7700000000002,469.2699999999997,0,0,0,0,0,0
13S146,26450,488.6199999999969,693.6799999999997,0,1,0,0,0,0
13S147,62000,1026.0099999999986,1045.219999999999,0,1,1,1,0,0
13S148,51010,474.5600000000007,963.1799999999994,0,1,1,0,0,0
13S149,61260,777.3499999999997,1151.5799999999995,0,1,1,1,0,0
13S150,20080,404.01999999999936,348.52000000000004,0,0,0,0,0,0
13S151,73190,1180.649999999992,1213.3099999999931,0,1,1,1,0,0
13S152,31750,897.9100000000019,650.99,0,0,0,1,0,0
13S153,31250,482.9200000000014,729.3400000000005,0,1,0,0,0,0
13S154,54240,644.3799999999958,802.6099999999992,0,1,1,0,0,0
13S155,42420,877.4400000000012,554.93,0,0,1,1,0,0
13S156,23040,398.97000000000025,366.3900000000002,0,0,0,0,0,0
13S158,87560,1482.6999999999987,2273.7200000000025,0,1,1,1,0,0
13S159,47170,629.7499999999961,622.5099999999994,0,0,1,0,0,0
13S160,36430,491.4800000000005,672.3999999999995,0,0,1,0,0,0
13S161,130130,2873.4200000000505,2430.409999999993,0,1,1,1,0,0
13S163,7130,147.99999999999991,117.07999999999996,0,0,0,0,0,0
13S164,60570,752.8099999999961,696.5200000000009,0,1,1,1,0,0
13S165,82880,2050.8799999999933,2032.1500000000012,0,1,1,1,0,0
13S166,22150,433.57000000000045,428.7799999999999,0,0,0,0,0,0
13S167,21910,585.7500000000003,322.32,0,0,0,0,0,0
13S168,72970,834.0999999999941,968.3400000000012,0,1,1,1,0,0
13S169,23980,331.82,224.25999999999996,0,0,0,0,0,0
13S170,9330,160.6700000000001,106.6899999999999,0,0,0,0,0,0
13S171,26720,451.1099999999976,688.5899999999995,0,0,0,0,0,0
13S172,29100,372.9300000000001,538.02,0,0,0,0,0,0
13S173,16230,351.7299999999995,359.96000000000004,0,0,0,0,0,0
13S174,40290,912.1699999999996,707.7900000000016,0,1,1,1,0,0
13S175,62260,677.8799999999944,640.9299999999935,0,0,1,0,0,0
13S176,19870,571.0799999999963,489.76999999999975,0,0,0,0,0,0
13S177,19470,529.2299999999965,258.2500000000002,0,0,0,0,0,0
13S178,59940,1069.4500000000007,1159.4799999999998,0,1,1,1,0,0
13S179,39850,759.5200000000029,611.3899999999987,0,0,1,1,0,0
13S180,6050,107.66,112.55000000000003,0,0,0,0,0,0
13S181,76810,831.2000000000056,1266.5099999999866,0,1,1,1,0,0
13S182,24980,559.7599999999995,318.95000000000016,0,0,0,0,0,0
13S183,16560,403.02000000000027,362.18000000000006,0,0,0,0,0,0
13S184,85190,1569.2100000000169,1181.019999999959,0,1,1,1,0,0
13S185,34250,602.5500000000003,881.1299999999995,0,1,0,0,0,0
13S187,35620,657.490000000003,490.70000000000067,0,0,0,0,0,0
13S188,24940,707.5599999999959,543.7000000000004,0,0,0,0,0,0
13S190,17680,401.5199999999995,492.9700000000003,0,0,0,0,0,0
13S193,19800,421.56,463.7699999999998,0,0,0,0,0,0
13S194,65060,824.1199999999999,1004.1900000000022,0,1,1,1,0,0
13S195,63820,1071.5599999999995,1019.8799999999995,0,1,1,1,0,0
13S197,24550,345.27000000000027,784.399999999999,0,1,0,0,0,0
13S198,27700,619.4500000000028,330.0600000000007,0,0,0,0,0,0
13S199,52920,1011.6400000000023,1106.37,0,1,1,1,0,0
13S200,26980,546.0000000000001,446.57,0,0,0,0,0,0
13S202,42080,978.8199999999989,621.3800000000006,0,0,1,1,0,0
13S203,5230,78.93000000000005,71.33000000000004,0,0,0,0,0,0
13S204,15780,525.7399999999996,377.62000000000023,0,0,0,0,0,0
13S205,12840,195.29999999999976,261.78000000000003,0,0,0,0,0,0
13S206,21510,612.2399999999957,366.3200000000001,0,0,0,0,0,0
13S207,20320,403.71000000000015,468.69999999999965,0,0,0,0,0,0
13S208,13250,185.60999999999981,187.93,0,0,0,0,0,0
13S209,14410,182.7600000000001,95.88000000000004,0,0,0,0,0,0
13S211,67880,938.380000000007,747.4900000000056,0,1,1,1,0,0
13S212,25670,712.5000000000001,362.12000000000023,0,0,0,0,0,0
13S213,80660,1487.4,1058.8699999999992,0,1,1,1,0,0
13S215,10830,234.78999999999994,189.43999999999988,0,0,0,0,0,0
